id,text,commodity_id,writer,date,recommend
1095,Ordered 6 pcs of clothing. Material not bad. Sizes are all accurate according to the chart given. Delivery about a week. Will purchase again when new designs are out.,1,*******,2016/11/22,Highly Recommend
1096,"Delivery take about a week,  still OK. Received items in good condition. Good buy. Thanks",1,*******,2016/11/22,Highly Recommend
1097,"Items received. Quality is so so.\
No sewing on the hem of the black dress. \
The blue color is nof really navy and cutting at shoulder overhangs. \
Overall ok, for this pricing. Thanks seller. :)",1,*******,2016/11/22,netural
1098,Nice material..comfortable to wear..thanks seller.,1,*******,2016/11/22,Highly Recommend
1099,Material not my expected. Price are cheaper. Some clothes part are dirty.,1,*******,2016/11/22,netural
1100,Good quality. Nice short. Will buy more,1,*******,2016/11/22,Highly Recommend
1101,"Items received in good condition, love the dresses very much.",1,*******,2016/11/22,Highly Recommend
1102,The material is very thin,1,*******,2016/11/22,Recommend
1103,"Good deal, will order again.",1,*******,2016/11/22,Highly Recommend
1104,Good quality. But dont know why like smaller size then i measured. :( 2 dresses cannot fit,1,*******,2016/11/22,Recommend
1105,Item take longer than expected to arrived.,1,*******,2016/11/22,Recommend
1106,Item received~ quality ok~design nice~,1,*******,2016/11/22,Highly Recommend
1107,Item received thank you seller.,1,*******,2016/11/22,netural
1108,Quality wise get what you pay for.,1,*******,2016/11/22,Recommend
1109,All the sizes fit well...the delivery was fast too.,1,*******,2016/11/22,Highly Recommend
1110,Just received my items yesterday.  Material is good. Size is fix to me.  highly  recommended. Thanks seller,1,*******,2016/11/22,Highly Recommend
1111,Happy with purchase. Will buy again.,1,*******,2016/11/22,Recommend
1112,Satisfied with the item,1,*******,2016/11/21,Highly Recommend
1113,"Bought 6 pcs. Order on 13 oct, revd between 19-21 oct",1,*******,2016/11/21,netural
1114,Cheap but some quality is not as good. The blue skirt is a bit thin and can be translucent. Black pants one long one short.,1,*******,2016/11/21,Recommend
1115,"One pant is small then I tot.\
The shirt is fine fit well \
Last one of the short and long pants have a hole at the side of the pant",1,*******,2016/11/21,Highly Recommend
1116,Received in good condition. Quality is not bad with this price. Delivery took 10 days. Ordered 5 pcs.  Ms-X19 skirt cannot wear as big cutting. The rest ok.,1,*******,2016/11/21,Highly Recommend
1117,I ordered LB x2 but item is x3 .. but i will keep as i fo not want to keep track since it is not expensive stuff . The cutting is quite nice n look slim but i m doubtful that the top will last many wash..,1,*******,2016/11/21,Recommend
1118,Not as pretty as shown in pictures and size measurement was wrong...,1,*******,2016/11/21,netural
1119,"Thanks\
\
Recommended to buy again.",1,*******,2016/11/21,Recommend
1120,"cheap items and quick delivery. but sizing info could have been more accurate. could only fit in 2 out of the 6 pieces bought, quite disappointing",1,*******,2016/11/21,netural
1121,"Bought 2 sets of suits, one cotton material grey suit suitable for home wear only, refer to pic 1. Just cutting out from a piece of cloth practically with no sewing or stiches at e end. Pic 2 suit material is a little sheer like sports shorts but good enough for me, comes with belt, but black is ok as won't be too obvious, suitable for maternity wear as the top is very flare.  Pic 3 are all bottom shorts, more suitable for bigger sized thigh for the plain green and plain blue. They kind of look ridiculous on me for the cutting. Waist is good for me but I'm like wearing an oversized shorts or skorts. 166m 60kg. E lace black shorts cutting is alittle better. For $5.50 per piece, I think only the black lace shorts and black suit is worth e price, the other pieces are a waste of $. Delivery is like 2weeks so I will think twice again before purchase.",1,*******,2016/11/21,netural
1122,Material is ok. 1 weeks delivery consider fast from oversea . Thanks!,1,*******,2016/11/21,Recommend
1123,"Of the 3 pieces of clothing I bought, only the black dress with striped sleeves is true to size. The other 2 pieces are way too small for the size I ordered and the measurements are definitely not what was listed. The zip on the pants I ordered is also of poor quality and doesn't zip well. I can only keep the dress and will have to give the other 2 pieces away. Was thinking that this is a good deal when I purchased but turns out that I'm paying $40+ for one dress since the others could not fit.",1,*******,2016/11/21,netural
1124,item quality ok......maybe will purchase again,1,*******,2016/11/21,Recommend
1125,"High recommend, not the first time to buy already but hope everything is find not yet open",1,*******,2016/11/21,Highly Recommend
1126,Nice item with cheap price. Thank u seller,1,*******,2016/11/21,Highly Recommend
1127,I have received my item in good condition.,1,*******,2016/11/21,Highly Recommend
1128,"Delivery was normal, price good but the size not suitable even order 1 size bigger based on measurement given.",1,*******,2016/11/21,netural
1129,"Item received within a week, shirt is of good quality",1,*******,2016/11/21,Highly Recommend
1130,Dissapointed with material but because bought it at cheap price cant complain lah. Design fit but the sewing all not good.,1,*******,2016/11/20,Recommend
1131,Fast delivery. Find the slit abit too high though. Overall satisfied still. Thanks!,1,*******,2016/11/20,Highly Recommend
1132,The cutting is a bit big.,1,*******,2016/11/20,Highly Recommend
1133,Cannot demand more for the price!,1,*******,2016/11/20,Recommend
1134,Quality not bad price reasonable,1,*******,2016/11/20,Recommend
1135,fast delivery.received in goodcondition.,1,*******,2016/11/20,Recommend
1136,3 out of 4 items are ok. nicely fit. overall ok,1,*******,2016/11/20,Recommend
1137,Received.  Thank you...............,1,*******,2016/11/20,Highly Recommend
1138,Happy with my purchase.,1,*******,2016/11/20,Recommend
1139,The size is too small even though i choose M. The zip does not go all the way. Half the zip has been cut off,1,*******,2016/11/19,netural
1140,Items received 5 days after ordering. Out of 5 clothes. Only can use 2 as the others doesnt fit. Though ordered bigger size.,1,*******,2016/11/19,netural
1141,Item was well received and well packed.,1,*******,2016/11/19,Highly Recommend
1142,Fast delivery good material,1,*******,2016/11/19,Recommend
1143,The colour is quite different from the pic but it's okay.,1,*******,2016/11/19,Highly Recommend
1144,"delivery time so-so, you pay for what you get. Take note measurements aren't accurate.",1,*******,2016/11/19,netural
1145,Clothes okay quality and sizing is quite good. Fast delivery and packed well. Will buy again if have same deal.,1,*******,2016/11/19,Highly Recommend
1146,I have ordered a slightly bigger size and it turned out to be quite loose. But love the dress. So I decided to place another order that is one size smaller.,1,*******,2016/11/19,Recommend
1147,Speedy delivery!  I love the top!,1,*******,2016/11/19,Highly Recommend
1148,Dress cutting is very small so do size up. Else it looks nice. Jacket material is really thin.,1,*******,2016/11/19,netural
1149,Items received. One was too small.. but others were ok..,1,*******,2016/11/19,Recommend
1150,For such price can't complain much...,1,*******,2016/11/19,Highly Recommend
1151,Items delivered in good condition. One of the dresses is way too short.,1,*******,2016/11/19,Recommend
1152,"Received in good condition and well packed, delivery in short time! The quality is good and the size is just nicely fitted me, will purchase again! thanks seller!",1,*******,2016/11/19,Highly Recommend
1153,The dress is too big and material is not good and seller does not allow to exchange.,1,*******,2016/11/19,Not Recommend
1154,Dress I bought don't even have sewing at the hem. Dont expect too much given the price.,1,*******,2016/11/19,netural
1155,It's nice but it's more pink than I expected it to be.,1,*******,2016/11/19,Highly Recommend
1156,"Nice and comfy\
Worth buying",1,*******,2016/11/19,Highly Recommend
1157,Good received but seems like too small but quality not bad,1,*******,2016/11/19,Recommend
1158,Nice dresses..worth it to buy,1,*******,2016/11/19,Highly Recommend
1159,"Material not bad, good price",1,*******,2016/11/19,Highly Recommend
1160,items all received in good condition,1,*******,2016/11/19,Highly Recommend
1161,"Bought 5 items .... all delivered in good condition - 3 dresses/1 top/1 top that comes with a pair of shorts ... material pretty thin .... all items were \
purchased 1 size bigger and it's a little loose for me. No fault of seller ..... so can order in accordance\
to the measurement provided by seller. For that price ..... cannot expect too much ... delivery was about 6 days and\
delivery guy appeared at my house close to 10pm :(",1,*******,2016/11/19,Recommend
1162,"Materials are okay. Gotta beware of the sizes, though. Generally recommended.",1,*******,2016/11/18,Recommend
1163,Trusted seller fast delivery but size is smaller,1,*******,2016/11/18,Highly Recommend
1164,"Ordered on Sun, deliver on Fri.. Consider fast.. Material average..",1,*******,2016/11/18,Highly Recommend
1165,Good Quality. Value for money. Size is accurate from the measurement chart. Will definitely consider buying from seller in future.,1,*******,2016/11/18,Highly Recommend
1166,The quality is not satisfactory. Though product is cheap but it has pull down the standard of the seller. Out of 5 pieces purchase only 2 pieces I believe can wear.,1,*******,2016/11/18,Not Recommend
1167,Fast delivery.. sizes are pretty big...,1,*******,2016/11/18,Highly Recommend
1168,"Material not breatheable. \
Alrdy order L but seems small. \
Another XL looks very big. \
Cutting not certain.",1,*******,2016/11/18,Recommend
1169,"Shipping was very quick and material quality is decent but also not that impressive. Unfortunately the dress was a little to short for me. When i raise my arms, I can basically flash my undies at someone",1,*******,2016/11/18,Recommend
1170,The Clothes fit me perfectly and the material is good. worth the px,1,*******,2016/11/18,Highly Recommend
1171,"CLOTH DESIGN IS SO SO ONLY, NOT VERY SAME AS THE PIC SHOW.",1,*******,2016/11/18,netural
1172,super bad customer service. cant be bother. didn't receive my correct items. send the wrong items. Don't even intend to do refund. ask to exchange the wrong item with any buyer on my own. Will not buy items if I knew that it is delivered from china. expect buyer to send back wrong items back to china.,1,*******,2016/11/18,Not Recommend
1173,thanks for speedy delivery,1,*******,2016/11/18,netural
1174,All five items very nice.One problem is the packing bag got three small hold on it not so happy of it.Hope if the parcel is too heavy can put in two packing bag or more thick packing bag.Or may be the sending company did not take care of it.,1,*******,2016/11/18,Highly Recommend
1175,"All items received in well condition. Just that some of them are quite different from the pictures shown. Anyway, it is quite a happy purchasing experience with this buyer",1,*******,2016/11/18,Recommend
1176,"The seller, most of the pant, dress and jacket...discolored. Very disappointed. Need separate hand wash and keep on changing water....only the white color and navy pant acceptable. Can I ex-change for other products?",1,*******,2016/11/17,Not Recommend
1177,Reasonable delivery time. Products reasonable for price.,1,*******,2016/11/17,netural
1178,Quality so so but for that kind of price I pay for OK lor!,1,*******,2016/11/17,netural
1179,It came less than a week but consider ok as i order during peak season :) brown color only bit dark if compare with original picture but still look ok for me.,1,*******,2016/11/17,Recommend
1180,"good quality, size a bit big",1,*******,2016/11/17,Recommend
1181,"Material very thick, not suitable for Sg weather",1,*******,2016/11/17,Recommend
1182,Quality ok only but it cheap price...,1,*******,2016/11/17,netural
1183,"things are cheap, material sucks",1,*******,2016/11/17,netural
1184,Item received in good conditions. Thanks.,1,*******,2016/11/17,Highly Recommend
1185,Hmmmmm quit disappointed,1,*******,2016/11/17,Highly Recommend
1186,"Great items. However, they do not fit as measurements don't seem to be exact to what written.\
Would purchase again next time, hopefully with the right measurements.",1,*******,2016/11/17,Highly Recommend
1187,Fast delivery and received in good condition. Will buy when there is promotion.,1,*******,2016/11/17,Highly Recommend
1188,Quite upset dat the pattern is not what I ordered. No reply from seller for exchange too.,1,*******,2016/11/17,Not Recommend
1189,It is not really cotton as described. The skin itches after awhile. Disappointed with the purchase.,1,*******,2016/11/17,netural
1190,"Item received, shipping was fast. Design cutting abit small, ordered 1 size bigger but still tight on the shoulder. Will probably have to give it away.",1,*******,2016/11/17,netural
1191,Rec'd in good condition.....,1,*******,2016/11/17,Recommend
1192,"FAST DELIVERY AND IN GOOD CONDITION, WORTH THE VALUED.",1,*******,2016/11/17,Highly Recommend
1193,Delivery took quite a while but material quality expected for the price paid!,1,*******,2016/11/17,Recommend
1194,2nd purchase and all received in good condition :),1,*******,2016/11/17,Recommend
1195,The material of one of the grey top I have ordered is not up to expectation vs the picture shown. The other piece of dress is quite nice.,1,*******,2016/11/17,Recommend
1196,is my third order. it is cheap and good quality,1,*******,2016/11/17,Highly Recommend
1197,"Size is not accurate. I have ordered 2 2-pieces. One of them the inner one is too small, the other too big. How to wear?",1,*******,2016/11/17,Not Recommend
1198,"Received in good condition. This is my 2nd purchase, size fit me nice and good price. Thank you seller.",1,*******,2016/11/17,Highly Recommend
1199,Good quality . Worth every cents and I have just placed another order!,1,*******,2016/11/17,Highly Recommend
1200,Received it 4 days after I ordered. Items are in good and nice condition,1,*******,2016/11/17,Recommend
1201,Really happy that the quality is not bad consider the pricing. Will order again.,1,*******,2016/11/17,Highly Recommend
1202,"Received, fast response and delivery",1,*******,2016/11/17,Highly Recommend
1203,Order came nicely! Delivery was okay!,1,*******,2016/11/17,Recommend
1204,The size jst nice and it fits me :),1,*******,2016/11/17,Recommend
1205,Bought 4 items but most of them are oversize. The chart size is not very accurate. Only one short that fit just nice. Wasted...,1,*******,2016/11/16,netural
1206,Am totally in love with my purchase.. fits perfectly,1,*******,2016/11/16,Highly Recommend
1207,Bought 7 items but found 6 items to be of poor quality and they look different from pic. Disappointed.,1,*******,2016/11/16,Not Recommend
1208,Material is not suitable to Singapore climate.,1,*******,2016/11/16,Recommend
1209,Seriously nothing to complain for this price. In fact highly recommended. Bought it at time sale. Shorts are strechable. Can fit at least uk 14 and up,1,*******,2016/11/16,Highly Recommend
1210,Items received in less than a week. Material is all right for the price. Sizing wise could be more accurate though.,1,*******,2016/11/16,Highly Recommend
1211,"Quality of item is not good, looks very cheap",1,*******,2016/11/16,netural
1212,Fast response and delivery! Ordered on 12 Nov and well received with notification on 16 Nov. Quality of the clothings are pretty good as well.,1,*******,2016/11/16,Highly Recommend
1213,Fast delivery and good quality thanks,1,*******,2016/11/16,Highly Recommend
1214,第一次买很喜欢这件衣服，布料也不错。会回购的哦,1,*******,2016/11/16,Recommend
1215,Receive everything in good condition. Quality is good and woeth the money,1,*******,2016/11/16,Highly Recommend
1216,Items received but some parts of the clothes ( pockets) did not sew up. Quite disappointed but anyway Thank you seller n delivery man,1,*******,2016/11/16,Highly Recommend
1217,Fast delivery and decent quality! A little shorter than I'd like but still good :),1,*******,2016/11/16,Recommend
1218,Received the goods in good condition! and they all fit well!!! Thanks lot seller!!!,1,*******,2016/11/16,Highly Recommend
1219,"Received dress in good condition. Quality considered not bad but size is a bit small, just fitting although I already took a size bigger than the stated measurements. But overall no complaints.",1,*******,2016/11/16,Highly Recommend
1220,Items are well received. Well packaged.,1,*******,2016/11/16,Highly Recommend
1221,Speedy Delivery &amp; Excellent Services..................,1,*******,2016/11/16,Highly Recommend
1222,Fast delivery. Nice material. As what I expected.,1,*******,2016/11/16,Highly Recommend
1223,Item received within after a week plus.,1,*******,2016/11/16,Highly Recommend
1224,Fast delivery and the dress look exactly as the pic...very nice...,1,*******,2016/11/16,Highly Recommend
1225,"The cutting of the entire dress is actually 1 piece of felt cloth tt is roughly cut into a dress shape thats all..the cutting of the cloth is jaggered and crocked somemore..extremely disappointed..Although item is very cheap at $6.90, but i will say the entire piece is a total waste of $...might as well go to daiso get the felt cloth and cut out myself...",1,*******,2016/11/16,Not Recommend
1226,Nice hooded sweater but small cut even I took large size,1,*******,2016/11/15,Recommend
1227,Very happy with the goods. Thank you for the replacement.,1,*******,2016/11/15,Highly Recommend
1228,"The size not accurate, can exchange for the dress? Please reply if not very waste",1,*******,2016/11/15,netural
1229,Received with thanks! Satisfied with the purchased,1,*******,2016/11/15,Recommend
1230,Clothes fit well and delivery was prompt!,1,*******,2016/11/15,Highly Recommend
1231,Nice! Have been buying items from the same supplier for so many times. Thank you.,1,*******,2016/11/15,Highly Recommend
1232,Material very thin. Not recommended . Delivery very fast,1,*******,2016/11/15,Not Recommend
1233,"Cheap, material is ok but have loose threads",1,*******,2016/11/15,Recommend
1234,Nice texture but delivery took longer than expected. Very value for money.,1,*******,2016/11/15,Highly Recommend
1235,Product was promptly received.  Size fitted well.,1,*******,2016/11/15,Highly Recommend
1236,Received in good condition. Received in good condition.,1,*******,2016/11/15,Recommend
1237,Fast delivery and I love the dress .,1,*******,2016/11/15,Highly Recommend
1238,Haix...don't aspect so much with this ...very thin material feel like wearing an apron,1,*******,2016/11/15,Not Recommend
1239,"As can be seen in attached photos, the outer piece is only slightly longer than the inner piece. Too short for me and I'm not even tall. May be alright for younger ladies. Material of blouse is not too bad. But hey, it's only $5.50!!!! May just wear leggings with it.",1,*******,2016/11/15,Recommend
1240,"Fast delivery. But need to send for ulter, some too big.",1,*******,2016/11/15,Recommend
1241,Fast delivery. Item received but abit diff with photo.,1,*******,2016/11/15,Highly Recommend
1242,Fast delivery. Third purchase from seller. Good material and value for money!,1,*******,2016/11/15,Highly Recommend
1243,"Very worth buying very cheap, material not bad and delivery time take about a week, still ok.",1,*******,2016/11/15,Highly Recommend
1244,"很喜欢这布料价钱合理\
如果可能做成其他的颜�?,1""",*******,2016/11/15,Highly Recommend,
1245,items well received.............quality so so.......,1,*******,2016/11/15,Recommend
1246,Just received the item. Item in gd condition.,1,*******,2016/11/15,Recommend
1247,The clothes quality are good for the price and suitable for work!,1,*******,2016/11/15,Highly Recommend
1248,Always fast n materials goods... never disappoint me,1,*******,2016/11/15,Highly Recommend
1249,worth the money.  Received in good condition.,1,*******,2016/11/15,Highly Recommend
1250,The red and black flannel turned out great quality!!,1,*******,2016/11/15,Highly Recommend
1251,Great buy  delivery was quite fast.,1,*******,2016/11/14,Recommend
1252,Late delivery. Size not accurate,1,*******,2016/11/14,Recommend
1253,well received... some item material not as expected.....,1,*******,2016/11/14,Recommend
1254,Fast delivery ! Receive within a week ! Items fits me well and received in gd condition,1,*******,2016/11/14,Highly Recommend
1255,Haven try but received in good condition,1,*******,2016/11/14,Highly Recommend
1256,Quality so so but still acceptable. However seller send me one wrong shirt. I ordered dress but send me blouse,1,*******,2016/11/14,Highly Recommend
1257,material so so.....size chart is a bit different,1,*******,2016/11/14,netural
1258,"Item received in good condition. A bit disappointed with the material. Not the breathable type, only suitable for air-con environment else it will be too  warm to wear although material is thin.",1,*******,2016/11/14,netural
1259,delivery was fast and quality was also good~,1,*******,2016/11/14,Highly Recommend
1260,The dress is nice and will order again.,1,*******,2016/11/14,Highly Recommend
1261,all items received.. thank you for the gift..!,1,*******,2016/11/14,Highly Recommend
1262,Got this dress at a steal! Material is decent for its price. Recommended!,1,*******,2016/11/14,Highly Recommend
1263,size does note fit. the size is XL but it does not measured as XL,1,*******,2016/11/13,Not Recommend
1264,"I have purchased quite a number of times from this seller.  They missed to send me one top and wanted me to place another order so that they can add this item in. As a paying customer, this should not be the case since its not a fault of mine. Not apology given and Service was really not there.",1,*******,2016/11/13,netural
1265,Fast n gd condition. Quality is ok...,1,*******,2016/11/13,Highly Recommend
1266,Gd and fast service and delivery,1,*******,2016/11/13,Highly Recommend
1267,Received all my items in good condition accept one of the white shirt a bit dirty hopefully can wash away. But overall still satisfied with my purchase. Will buy from seller again.,1,*******,2016/11/13,Highly Recommend
1268,"Cheap, but cutting is very small, cant fit",1,*******,2016/11/13,netural
1269,Repeated purchase. Reliable seller and prompt delivery.,1,*******,2016/11/12,Highly Recommend
1270,Item received well packed. Good for cold climate,1,*******,2016/11/12,netural
1271,"You get what you pay... cannot expect too much...\
So far... looks ok",1,*******,2016/11/12,netural
1272,"Good service of delevery. I order skirt too big is my business, so far all ok",1,*******,2016/11/12,Recommend
1273,I bought it for friend and v satisfied!,1,*******,2016/11/12,Highly Recommend
1274,Material is good. Pretty fast delivery. Looks good,1,*******,2016/11/12,Highly Recommend
1275,"Delivery was pretty fast and look exactly like picture. Worth buying, will order again if needed.",1,*******,2016/11/12,Highly Recommend
1276,Ordered on 8 Nov &amp; received today which is very fast fm China...bought a few times fm seller&amp; the measurements given  is usually quite accurate &amp; design is true to picture...definitely worth the price paid,1,*******,2016/11/12,Highly Recommend
1277,Size are too big.... bought 5 only suitable to wear 1.,1,*******,2016/11/12,Recommend
1278,The items were different from my order. The wooly dresses feel like paper mache.,1,*******,2016/11/12,netural
1279,Fast delivery and good stitching blouse.,1,*******,2016/11/12,Highly Recommend
1280,Received with thanks..........,1,*******,2016/11/12,Highly Recommend
1281,"Quality so so, bought a few pieces and only one t-shirt and one top acceptable. The color does not match with what I saw online",1,*******,2016/11/12,Not Recommend
1282,Items received with thanks..,1,*******,2016/11/11,Recommend
1283,Item received in good condition..thank you,1,*******,2016/11/11,Highly Recommend
1284,"Woukd hv considered size ssuitable before finalized irder, overall I'm fibe with the iitems",1,*******,2016/11/11,Recommend
1285,Quality poor....but fast delivery,1,*******,2016/11/11,Highly Recommend
1286,even the item is cheap but the quality is considered not value for money,1,*******,2016/11/11,netural
1287,Items received in good condition... Thanks...,1,*******,2016/11/11,Highly Recommend
1288,Size correct and items same as shown pics,1,*******,2016/11/11,Recommend
1289,Awesome. Design and quality are good. Highly recommended.,1,*******,2016/11/11,Highly Recommend
1290,Received in good condition.,1,*******,2016/11/11,Recommend
1291,"Quality is not bad, as shown on picture. Worth buying from this supplier.",1,*******,2016/11/11,Recommend
1292,Received in good condition. Thanks!,1,*******,2016/11/11,Recommend
1293,Product are much different from the photo. Size is not accurate at all. Material are way worse than the other online shop. Cuttings are bad as the thread are coming out and running everywhere.i don't mind long delivery.  I ordered a few times buy this time is the worse.  Other shop with the same photo provide better material and cuttings. Never again,1,*******,2016/11/11,Not Recommend
1294,all items very nice.Thank you seller.,1,*******,2016/11/11,Highly Recommend
1295,Quality is good. Will get from this seller again,1,*******,2016/11/11,Highly Recommend
1296,"Value for money, u pay for what you get~~",1,*******,2016/11/11,Highly Recommend
1297,"Fast Delivery,recommended seller!\
Thanks Seller!",1,*******,2016/11/11,Highly Recommend
1298,Good..i love the fast and efficient service,1,*******,2016/11/10,Highly Recommend
1299,Item delivered as described. Packed well. Worth the money.,1,*******,2016/11/10,Highly Recommend
1300,Prompt delivery.  Good Quality,1,*******,2016/11/10,Highly Recommend
1301,Items received.  One of the item is oos.. very nice of seller msg me to change to other design before sending to me.  Very satisfied with this purchase. Will make a second purchase soon,1,*******,2016/11/10,Recommend
1302,Prompt delivery and material pretty good,1,*******,2016/11/10,Recommend
1303,"Delivery was very slow, almost 2weeks, price is good but dun really like the rough material..",1,*******,2016/11/10,Recommend
1304,It took ages to deliver and hard to contact shipper,1,*******,2016/11/10,Recommend
1305,"Item measurement not as described... Dissappointed !\
被骗... waste money....!",1,*******,2016/11/10,Not Recommend
1306,Item received in a week.. happy w quality.. nvr disappoints,1,*******,2016/11/10,Highly Recommend
1307,Item received in good condition and fast delivery. Good.,1,*******,2016/11/10,Highly Recommend
1308,"Cheap, very satisfied, good material &amp; fast delivery.",1,*******,2016/11/10,Highly Recommend
1309,The quality may not be very good... may have small defect here n there,1,*******,2016/11/10,Recommend
1310,"Received item within a week.\
Material is good and thick for the price paid.\
Worth the money",1,*******,2016/11/10,Highly Recommend
1311,I already received it. In good condition.,1,*******,2016/11/10,Recommend
1312,Took a while to arrive. But arrived in good condition. Fits well and material is not bad.,1,*******,2016/11/10,Highly Recommend
1313,All items received in good order. Nice dresses,1,*******,2016/11/9,Recommend
1314,Goodssssss.......fast delivery....very like,1,*******,2016/11/9,Highly Recommend
1315,received items quite fast. quality quite good,1,*******,2016/11/9,Highly Recommend
1316,the design not as per photo,1,*******,2016/11/9,netural
1317,Item receive.... very like it....,1,*******,2016/11/9,Recommend
1318,"Items well received but yet to try on, workmanship looks okay, hope the size fits�?,1""",*******,2016/11/9,Recommend,
1319,"It is not worth it...well yes its due to cheap but other shop u can get cheap too but still can satisfy u rather than in the picture shown is totally not as wat u expected.its totally different. ..size different, cutting and design its all mess up. Pic looks WOW reality is OUCH!",1,*******,2016/11/9,Not Recommend
1320,The blouse is slightly tight at the hip:-(,1,*******,2016/11/9,Recommend
1321,"Out of 4 only  1 fits well\
The others cutting is too big.",1,*******,2016/11/9,Highly Recommend
1322,"Fits great, fast delivery and will purchase again. Its best to get slightly bigger size than your usual measurement.",1,*******,2016/11/9,Highly Recommend
1323,"Bought 2 shirts and 1 dress.\
Shirt i took xxl and it came with the over sized effect i wanted. Dress took xl. Fitted well but was too short.\
Im a big uk 8. 161cm",1,*******,2016/11/9,Highly Recommend
1324,Material ok. Kinda big need to alter abit. Overall ok.,1,*******,2016/11/9,Highly Recommend
1325,cheap but clothes are nice,1,*******,2016/11/8,Highly Recommend
1326,Seems like a good buy although material is a bit rough,1,*******,2016/11/8,Recommend
1327,Received item in good condition,1,*******,2016/11/8,Highly Recommend
1328,received item in good condition,1,*******,2016/11/8,Highly Recommend
1329,"Not in a wearable condition. Horrible. How to wear when it is 90% translucent? Size\
has a problem. Only delivery service is good notifying u  with message",1,*******,2016/11/8,Not Recommend
1330,Received in good condition.good material and fast delivery.,1,*******,2016/11/8,Highly Recommend
1331,"Colour is darker than expected but overall, fabric is good and worth the price.",1,*******,2016/11/8,Recommend
1332,"Items received in good condition, thanks to seller",1,*******,2016/11/8,Recommend
1333,"I ordered another 6 pieces of shorts after my first purchase. It is very comfortable and the cutting is good for those with bigger hips. The stomach area is just nice for me and doesn't run too loose when it normally does for othe shorts. The shorts is not too short as well which I prefer. I prefer it to be slightly above knee. Delivery time is a little Long, about 1 week.",1,*******,2016/11/8,Highly Recommend
1334,Comfortable and loving the material so much.,1,*******,2016/11/8,Highly Recommend
1335,Very fast delivery. Quality of clothings looks good!,1,*******,2016/11/8,Highly Recommend
1336,"item came fast, well packed and good fitting!",1,*******,2016/11/8,Recommend
1337,Item received in good order. Thank You.,1,*******,2016/11/8,Highly Recommend
1338,Nice design but the black part does not feel like cotton. Hope the colour does not run. Recommend buyers to take 1-2 size bigger. Cutting small.,1,*******,2016/11/8,netural
1339,Not so happy with the product.,1,*******,2016/11/8,netural
1340,Not cotton as stated and the size is too big,1,*******,2016/11/8,Not Recommend
1341,Quite disappointed with the quality of course I know the price that I paid for.  Should have order a size bigger.,1,*******,2016/11/8,netural
1342,"so far so good. item colour and design,  ok",1,*******,2016/11/8,Recommend
1343,Don't think this is a dress. Outline all never sew. Wondering it this a new trend now? Disappointed,1,*******,2016/11/8,Recommend
1344,Overall very satisfy with the service ask goods.,1,*******,2016/11/8,Highly Recommend
1345,only delivery too slow... but still sizes were good. thanks seller,1,*******,2016/11/8,Highly Recommend
1346,the quality of product not as expected,1,*******,2016/11/8,netural
1347,The Clothes are too sheer.,1,*******,2016/11/8,netural
1348,Received in good condition,1,*******,2016/11/7,Highly Recommend
1349,Delivery within a week. Quality quite ok..,1,*******,2016/11/7,Recommend
1350,"Bought 3 items. They all turn out to be not what I had imagine, material wise. One of them doesn't even suit singapore weather.",1,*******,2016/11/7,netural
1351,Thanks seller for the good price,1,*******,2016/11/7,Recommend
1352,Received all clothes in good condition. Some materials are not very suitable for SG weather then some clothes are smaller than stated measurements. Some look good and fit well. Value for money and worthwhile purchase.,1,*******,2016/11/7,Recommend
1353,"I have always patronised this seller. This is a repeat purchase. I ve purchased d same suit in all 3 shades. My only complaint is, d white suit is actually yellowish beige in colour. I m disappointed as a white or off white suit ll suits me better. This colour... is kinda difficult for me to accept. Sigh.",1,*******,2016/11/7,Highly Recommend
1354,"Items received in good condition but delivery a bit slow. Overall the materials quite ok, value for money.",1,*******,2016/11/7,Recommend
1355,The size runs very small.,1,*******,2016/11/7,netural
1356,Item received with thanks overall satisfied thank you seller.,1,*******,2016/11/7,Highly Recommend
1357,"worth tp buy , cheap N nice material",1,*******,2016/11/7,Recommend
1358,Thank you seller.  Items received in good condition.,1,*******,2016/11/7,Highly Recommend
1359,"Design is about the same, opening of pocket is small and material is thick.",1,*******,2016/11/7,netural
1360,"look ok for my wife.\
can be improve.",1,*******,2016/11/7,Recommend
1361,Look the same as display pix. Loving it!,1,*******,2016/11/7,Highly Recommend
1362,CNT complain much for this price,1,*******,2016/11/7,Recommend
1363,Fast delivery. Very happy with the purchase!,1,*******,2016/11/7,Highly Recommend
1364,2 out of 3 items order Ok. Quality so so.,1,*******,2016/11/7,netural
1365,Quality ok.however ordered 4 dresses and 1 was not the same as picture there was no white blouse as ij pix....Asked seller and seller said they sell dresses only not suit??Maybe is communication with china seller hence they do not understand what i mean.,1,*******,2016/11/7,netural
1366,The shirt really is good premium quality. And exact to picture !,1,*******,2016/11/7,Highly Recommend
1367,Hi seller i already received item is fit my size but workman ship still must improve but i still love it thanks,1,*******,2016/11/7,Recommend
1368,"my only comment is very, very, very bad.  not buying any more.",1,*******,2016/11/7,Not Recommend
1369,Nice.................,1,*******,2016/11/7,Recommend
1370,Quality not bad .... delivery ok ................,1,*******,2016/11/7,Highly Recommend
1371,Good quality and comfortable top,1,*******,2016/11/6,Highly Recommend
