id,text,commodity_id,writer,date,recommend
1816,"Quality is bad, disappointed. i guess you get what you pay for.",1,*******,2016/10/7,Not Recommend
1817,Great service. Items delivered promptly and in good condition,1,*******,2016/10/6,Highly Recommend
1818,"This is a good buy!\
I like the material and the design. Simple to match with other bottom. and the shorts is comfy.",1,*******,2016/10/6,Highly Recommend
1819,Items received in good condition. Thank you.,1,*******,2016/10/6,Highly Recommend
1820,I will buy again good delivery,1,*******,2016/10/6,Highly Recommend
1821,"Material is not bad for price. Size is abit tricky, hit and miss",1,*******,2016/10/6,Recommend
1822,"Delivered in a week. Items are all correct, just didnt check the size with ones that I ordered but the size fits well just that there're a few that's over sized but it's good (can just wear belt). There's one piece that's slightly stained and it's a white piece.. Hopefully can wash it off....",1,*******,2016/10/6,Recommend
1823,"The way this shop handled the transaction was very bad. The first order, the wrong size was sent. The person asked for a new purchase and mentioned that a new item would be sent. However, upon a new purchase, the new item wasn't sent. \
\
A very dishonest seller. No rectification was made. I would caution others when thinking of purchasing their products.  Very bad service. And never answer their phone.",1,*******,2016/10/6,Highly Recommend
1824,Size abit big considering its small size . . Product not cheap..,1,*******,2016/10/5,netural
1825,Items received. Please followed the size given.,1,*******,2016/10/5,Highly Recommend
1826,Item acceptable with the price paid. Items are really cheap. I might be lucky since I bought 5 pcs and all can wear,1,*******,2016/10/5,Highly Recommend
1827,I'm a q10 fans. All my clothings ordered from q10. I like the design very much where I couldn't find anywhere in Singapore. Tks.,1,*******,2016/10/5,Highly Recommend
1828,Size in the pic and real one so much diff and the material also very diff from the picture..,1,*******,2016/10/5,Highly Recommend
1829,"Prompt delivery,product is in good condition and is as shown.",1,*******,2016/10/5,Recommend
1830,Very good quality and reasonable price,1,*******,2016/10/5,Highly Recommend
1831,"receive in good condition , n highly recommend",1,*******,2016/10/5,Recommend
1832,The measurement given was accurate. Bought 8 clothes from the seller and all fit me nicely and I love it. Will definitely buy from the seller again.,1,*******,2016/10/5,Highly Recommend
1833,"Size fits well, fast delivery",1,*******,2016/10/5,Recommend
1834,Delivery was ok. Item was not up to description. Too large as well.,1,*******,2016/10/5,netural
1835,fast and fuss free delivery although material is thinner and size smaller than normal,1,*******,2016/10/5,Recommend
1836,The quality good and pricing also good,1,*******,2016/10/4,Highly Recommend
1837,Very nice!! Received in good condition,1,*******,2016/10/4,Highly Recommend
1838,Going to buy from sam store again.,1,*******,2016/10/4,Recommend
1839,Item arrived earlier than expected. The size is right for me..overall good,1,*******,2016/10/4,Highly Recommend
1840,2nd times order...  Price reasonable,1,*******,2016/10/4,Recommend
1841,"Item received, material still acceptable, design cut looks weird if getting bigger size",1,*******,2016/10/4,netural
1842,Some of the sizing is not consistent,1,*******,2016/10/4,Highly Recommend
1843,"Received in good condition.\
Wuite comfortable material.",1,*******,2016/10/4,Highly Recommend
1844,Worth Buying. Will make a 2nd purchase,1,*******,2016/10/4,Highly Recommend
1845,The quality of clothes look ok.,1,*******,2016/10/4,netural
1846,Size too big for me.  Actual and picture have difference...,1,*******,2016/10/4,netural
1847,"Pack well, Thanks seller!",1,*******,2016/10/4,Highly Recommend
1848,Items received in good condition. And delivery within a week.,1,*******,2016/10/4,Recommend
1849,All items received in good condition. Prompt delivery.,1,*******,2016/10/4,Highly Recommend
1850,I've been purchasing items from missbox for quite sometime but this time round I was abit disappointed with my purchase.. usually the measurements are quite accurate but this round somehow the measurement don't seem quite as accurate. And one of the piece cake dirty. See pic.,1,*******,2016/10/4,Recommend
1851,Received with thanks...,1,*******,2016/10/4,Recommend
1852,"Material is acceptable in these prices, but the measurement are so much smaller, not true to the size charts.",1,*******,2016/10/4,netural
1853,delivery time ok. material not so nice,1,*******,2016/10/4,netural
1854,Product as promised..................,1,*******,2016/10/4,Recommend
1855,Nice good quality and fast delivery,1,*******,2016/10/3,Highly Recommend
1856,Good and it's fit and nice,1,*******,2016/10/3,Highly Recommend
1857,Fast delivery and nicely packed. Pricing is reasonable,1,*******,2016/10/3,Recommend
1858,received in good condition,1,*******,2016/10/3,Recommend
1859,"我选择的颜色，是黑色你给我是粉红色。\
另外一件，你的尺码，都不准的，我要换，尺码。\
麻烦你换给我，我寄回给你。谢谢\
尽快回复我�?,1""",*******,2016/10/3,netural,
1860,Fast delivery. Received in good condition.,1,*******,2016/10/3,Recommend
1861,"Items received, prompt delivery.",1,*******,2016/10/3,Recommend
1862,Item received as shown in picture! Material not bad. Worth it..,1,*******,2016/10/3,Recommend
1863,Items received in good condition. Bought some items same model but different colors. Slight difference in the measurements and cutting buf not much of a big deal as it is not too obvious. Love the gray one. Thanks!,1,*******,2016/10/3,Recommend
1864,"order 3 items. 2 ok, 1 not recommended",1,*******,2016/10/3,netural
1865,I am a regular customers and I am really pleased with this order,1,*******,2016/10/2,Recommend
1866,Material and design is good. Delivery took a bit longer.,1,*******,2016/10/2,Highly Recommend
1867,items received in good condition......,1,*******,2016/10/2,Highly Recommend
1868,Quality bad white dot got black ink...can not use waste of money...size XL look like XXXL,1,*******,2016/10/2,Not Recommend
1869,Bought 2 items. Shorts is OK but jumper looks different from the picture.,1,*******,2016/10/2,Recommend
1870,"Thanks alot..\
Item received..\
Cheers! !",1,*******,2016/10/2,Highly Recommend
1871,"首先先说声谢谢，速度很快，但是由�?件衣服都太过大件了，导致我无法穿，因此想请求卖家可以更换2XL的衣服给我吗？非常谢谢�?,1""",*******,2016/10/2,Highly Recommend,
1872,delivery is fast and i like the clothes!same as the picture shown.,1,*******,2016/10/2,Highly Recommend
1873,good delivery and cheap goods.,1,*******,2016/10/2,Highly Recommend
1874,Received my items in good condition,1,*******,2016/10/2,Highly Recommend
1875,Items received in good condition. But measurements are not accurate. All the tops and dress are too big. Buy if u like baggy style.,1,*******,2016/10/2,netural
1876,Material is not too thick. Suitable for singapore weather.,1,*******,2016/10/1,Highly Recommend
1877,"Delivery is fast, products are good",1,*******,2016/10/1,Highly Recommend
1878,Very good quality n size are accurate... waited 1 week gor delivery.. thumbs up,1,*******,2016/10/1,Highly Recommend
1879,Still ok.............,1,*******,2016/10/1,netural
1880,Received good item and fast delivery ! Highly recommended!,1,*******,2016/10/1,Highly Recommend
1881,Item well received and delivery is prompt,1,*******,2016/10/1,Highly Recommend
1882,FAST DELIVERY AND HIGHLY RECOMMENDED.,1,*******,2016/10/1,Highly Recommend
1883,"Ordered 4 pcs, happy with all 4. Material is good for the price paid. Will order again from this seller.",1,*******,2016/10/1,Recommend
1884,Received my items in good condition. Thanks seller,1,*******,2016/10/1,Highly Recommend
1885,Some of my items arrived with smaller measurements. Seller has agreed to send replacements when i place my next order. Overall satisfactory service.,1,*******,2016/10/1,Recommend
1886,2nd time purchase...received in good condition. Nice design. Thanks seller..,1,*******,2016/10/1,Highly Recommend
1887,"I use to purchase from this seller, but this time a bit. Disappointed, cos oder 3 only one can fit, 1 wrong item,  1 the size correct xxl, but the cutting super small even my sis usually wear M size also look very fit, canot wear.",1,*******,2016/10/1,netural
1888,Material is good for the price paid. Recommended.,1,*******,2016/10/1,Highly Recommend
1889,Received blouse in proper plastic bag. GOOD.,1,*******,2016/10/1,Recommend
1890,Received in good conditions.,1,*******,2016/10/1,Highly Recommend
1891,Please noted that size are very very small.. If u r in a M.. Order L or XL and sometimes 2XL.. Check the chart properly before purchase.. I bought 8 pieces.. And all I checked the size and make sure I buy 1 to 2 size bigger.. Yet 1 of it was really really not accurate and came about small.. Other then that.. Material was good.. Quality was good too,1,*******,2016/10/1,Highly Recommend
1892,Item received in good condition. Coat is very big in size. Surprisingly shorts is of rather good quality for the price paid.,1,*******,2016/10/1,Highly Recommend
1893,Received in a week. Items were not bad. Was so cheap so material isn't the best but still worth the price.,1,*******,2016/10/1,Recommend
1894,Size too small and sewing work quite bad. Will not buy again.,1,*******,2016/10/1,netural
1895,Fast delivery. not yet tried. nice...,1,*******,2016/10/1,Recommend
1896,"I order 3 items and their sizes are pretty accurate. The material is good too. The white shirt I ordered has a surprise pattern that I like at the back, which I wasn't expecting. It is a good buy.",1,*******,2016/10/1,Recommend
1897,Material is more like silk than cotton ...,1,*******,2016/10/1,netural
1898,Consider fast delivery but item size is different measurement as written...better to order 1 or 2 size bigger then what u r planning to buy...unable to wear as its too small..wanted to exchange but seller mention that waiting time is around 1 month...not worth waiting,1,*******,2016/10/1,netural
1899,"Return customer \
Bought a few pcs of clothing \
Good price Also \
Size fit right \
More to buy",1,*******,2016/10/1,Highly Recommend
1900,"Superb love the nice prints, denim is soft n abit elastic too, no regrets buying :)",1,*******,2016/10/1,Highly Recommend
1901,"Ordered 3 pcs, one are nice fit but another two was a big tightly",1,*******,2016/9/30,Highly Recommend
